548662191340421120,Sat Dec 27 021034 +0000 2014|Risks in Using Social Media to Spot Signs of Mental Distress http//nytims/1rqi9I1
526835370957484033,Mon Oct 27 203835 +0000 2014|Well Doctors and Decision Fatigue http//nytims/1svT8Fc
526820256384561152,Mon Oct 27 193831 +0000 2014|New Rules Coming for Health Care Workers Returning From West Africa http//nytims/1svFOAy
526810139815587840,Mon Oct 27 185819 +0000 2014|RT paulaspan Older insomniacs may actually be getting more than 7 hrs sleep What http//newoldageblogsnytimescom/2014/10/27/insomniacbutnotsleepdeprived/
526808607375900676,Mon Oct 27 185214 +0000 2014|Doctors Without Borders has sent 700 doctors amp aid workers to Ebolastricken countries http//nytims/ZKpc18 http//pbstwimgcom/media/B0MGjCQAAkgopng
526805067966713857,Mon Oct 27 183810 +0000 2014|Public Health AIDS Activists Oppose Cuomo on Ebola Quarantines http//nytims/1tzfLyV
526797622770941953,Mon Oct 27 180835 +0000 2014|The New Old Age Blog Insomniac but Not SleepDeprived http//nytims/1v5w4Pv
526795016958509056,Mon Oct 27 175814 +0000 2014|More than 10000 people have contracted Ebola since March according to the WHO http//nytims/ZKpc18 http//pbstwimgcom/media/B0LUOcCUAEoJkGpng
526793023146176512,Mon Oct 27 175018 +0000 2014|RT bstrauch Nurse held in quarantine is ordered released as Ebola policy flips and flops all over the place http//nytims/1xvDUUQ
526792201058394112,Mon Oct 27 174702 +0000 2014|Facts you should know about Ebola http//nytims/ZKpc18 http//pbstwimgcom/media/B0KtxfCIAE8bkIpng
526790387059679232,Mon Oct 27 173950 +0000 2014|Well The Pleasure of Bitter Greens http//nytims/1v5nccA
526786257423462400,Mon Oct 27 172325 +0000 2014|Marathons pregnancieseach hard on their own How do elite runners do both http//nytims/ZTD6OL http//pbstwimgcom/media/B0FTzHCEAAcglwjpg
526781593604866049,Mon Oct 27 170453 +0000 2014|For New York Crew Fighting Ebola With Brush and Cleanser http//nytims/1zdGB1E
526777235194515456,Mon Oct 27 164734 +0000 2014|Basics Ebola and the Vast Viral Universe http//nytims/1v58pi2
526765720777265153,Mon Oct 27 160149 +0000 2014|A 5yearold boy who recently returned to NYC from Guinea is being tested for Ebola http//nytims/ZTdnGn
526765188159373313,Mon Oct 27 155942 +0000 2014|RT mattfleg Mayor BDB stressing difficulty of Ebola transmission We’ve got to look at this in context We’ve got to stop making this mo…
526764989160652801,Mon Oct 27 155854 +0000 2014|RT NYTMetro BilldeBlasio says anyone who didnt come into contact with a person with Ebola overseas can go home with monitoring
526762005810937856,Mon Oct 27 154703 +0000 2014|The New Health Care What to Look for in Judging the Affordable Care Act http//nytims/1v4RhsB
526741601205620736,Mon Oct 27 142558 +0000 2014|Well Obese Children Show Early Signs of Heart Disease http//nytims/1zdALgW
526741600215777283,Mon Oct 27 142558 +0000 2014|The New Health Care Choosing a Health Plan Is Hard Even for a Health Economist http//nytims/1pQsx5V
526696350612979712,Mon Oct 27 112610 +0000 2014|Is the Affordable Care Act Working http//nytims/1zzg9AG
526571427341008897,Mon Oct 27 030946 +0000 2014|As States Look to Halt Ebola Restrictions Prompt a Debate http//nytims/1nIeyDv
526571425986265088,Mon Oct 27 030945 +0000 2014|As Ebola Spreads Asia Senses Vulnerability http//nytims/1wBe0Pp
526567266813767680,Mon Oct 27 025314 +0000 2014|Wikipedia Is Emerging as Trusted Internet Source for Information on Ebola  http//nytims/1nIexPZ
526567265538678784,Mon Oct 27 025313 +0000 2014|Nurse Who Spoke Out About Quarantine Felt a Calling for Health Care Friends Say http//nytims/1wBe0Pr
526549363007295488,Mon Oct 27 014205 +0000 2014|Download the 7Minute Workout app from nytimeswell for iPhone and Android http//nytims/ZQrfkz http//pbstwimgcom/media/B0vj0v0CQAAl0dpjpg
526490352283582464,Sun Oct 26 214736 +0000 2014|Well Revised Nutrition Labels Still Won’t Tell Whole Story http//nytims/1FOY16A
526474137028403200,Sun Oct 26 204310 +0000 2014|Download the 7Minute Workout app from nytimeswell for iPhone and Android http//nytims/ZQrfkz http//pbstwimgcom/media/B0vkD0eCcAArM6Hjpg
526459053049126913,Sun Oct 26 194314 +0000 2014|A Bite to Remember Chocolate Is Shown to Aid Memory http//nytims/1ruSk2X
526431404071337984,Sun Oct 26 175322 +0000 2014|Governors of New York and New Jersey Defend Ebola Quarantine Amid Concerns http//nytims/1wzNp7l
526417419691372544,Sun Oct 26 165747 +0000 2014|Governors of New York and New Jersey Defend Ebola Quarantine http//nytims/1DPRxSZ
526207037815128064,Sun Oct 26 030148 +0000 2014|Msgr William B O’Brien 90 Is Dead Helped Start Drug Rehabilitation Agency http//nytims/1pMoHdY
526194865676505088,Sun Oct 26 021326 +0000 2014|Well Ask Well Ebola Testing for All New Arrivals http//nytims/1tUHcnB
526157166395551744,Sat Oct 25 234338 +0000 2014|Insurers’ Consumer Data Isn’t Ready for Enrollees http//nytims/12C8PWs
526152514098692097,Sat Oct 25 232509 +0000 2014|More Than 10000 Africa Ebola Cases Health Agency Says http//nytims/1rufUNj
526152512983011329,Sat Oct 25 232509 +0000 2014|New York Ebola Patient Enters Next More Serious Phase of Illness Officials Say http//nytims/12C1INM
526142006620614656,Sat Oct 25 224324 +0000 2014|Paying Till It Hurts As Insurers Try to Limit Costs Providers Hit Patients With More Separate Fees  http//nytims/1ruewKE
526142004909326336,Sat Oct 25 224323 +0000 2014|For Pregnant Marathoners 2 Endurance Tests http//nytims/1ruewKG
526111780901494784,Sat Oct 25 204317 +0000 2014|Early New York Response Polar Opposite of Dallas’s http//nytims/1FNmoBy
526107286725750785,Sat Oct 25 202526 +0000 2014|After Negative Ebola Test Quarantined Nurse Criticizes Treatment at Newark Airport http//nytims/1wxChpw
526107285836533762,Sat Oct 25 202526 +0000 2014|NYC Health Commissioner Has Helped Quell Ebola Fears http//nytims/1wxChpy
526087968516497408,Sat Oct 25 190840 +0000 2014|Opinion The Dangers of Eating Late at Night  http//nytims/1nF89Zz
526018354826342402,Sat Oct 25 143203 +0000 2014|Download the 7Minute Workout app from nytimeswell for iPhone and Android http//nytims/ZQrfkz http//pbstwimgcom/media/B0vj8kWCAAE3M38jpg
525863591808090112,Sat Oct 25 041705 +0000 2014|Bellevue Back on Front Line in Another Crisis  http//nytims/1pJNOy0
525863590482702336,Sat Oct 25 041704 +0000 2014|Mali Reports First Death From Ebola http//nytims/1wo6P0k
525858988085108736,Sat Oct 25 035847 +0000 2014|Ebola Quarantines Seen as Barrier to Volunteers http//nytims/1pJNOxW
525858986982404096,Sat Oct 25 035847 +0000 2014|Officials Soothe Fears While Workers Sanitize Infected Doctor’s Path http//nytims/1pJPjMP
525855199026360322,Sat Oct 25 034344 +0000 2014|OpEd Contributor Ebola’s Information Paradox http//nytims/1pJPibw
525855197784846336,Sat Oct 25 034343 +0000 2014|Abortion Capital of Bible Belt Tennessee Vote Tests That Idea http//nytims/1wo9A1L
525851263955501056,Sat Oct 25 032805 +0000 2014|Ebola Patient in New York Is Called a Doctor at Ease in Danger  http//nytims/1wo6P0f
525851262269419520,Sat Oct 25 032805 +0000 2014|World Briefing Turkey MERS Virus Case Is Reported http//nytims/1wo6Npm
525774122715185152,Fri Oct 24 222133 +0000 2014|RT NYTMetro The rapid escalation of screening measures for Ebola at Kennedy and Newark airports came as a surprise http//nytims/1nD744H
525765957277720576,Fri Oct 24 214907 +0000 2014|RT nytimes Breaking News New York and New Jersey to Quarantine Some Travelers Who Have Had Contact With Ebola Patients http//tco/EhIYY…
525758283924389888,Fri Oct 24 211837 +0000 2014|Well Ask Well Can Ebola Be Transmitted in Semen http//nytims/1pJ38Lr
525755670755565568,Fri Oct 24 210814 +0000 2014|Can Ebola be transmitted in semen http//nytims/1yvoEsc http//pbstwimgcom/media/B0vbxlCMAAyZdfjpg
525755486143258624,Fri Oct 24 210730 +0000 2014|NY amp NJ officials say they will quarantine all medical workers returning from Ebolastricken countries in West Africa http//nytims/ZQ7xWa
525752395159330818,Fri Oct 24 205513 +0000 2014|RT NYTMetro Updates from the Ebola briefing with NYGovCuomo and GovChristie as they announce stricter quarantine rules http//tco/iDS…
525732693393571841,Fri Oct 24 193656 +0000 2014|City Room Ebola Live Blog New York’s First Reported Case http//nytims/1DIYXrg
525729520423555072,Fri Oct 24 192419 +0000 2014|I feel fortunate and blessed to be standing here today Nina Pham on beating Ebola http//nytims/1wmcQKW
525728579557273600,Fri Oct 24 192035 +0000 2014|RT NYTMetro After the Ebola briefing today BilldeBlasio rode the A train http//nytims/1uR16KC (Photo joshhaner /NYT) http//tco/xI…
525698287450324992,Fri Oct 24 172013 +0000 2014|Here are ways to help in efforts to halt the Ebola outbreak amp aid those affected http//nytims/ZQ6N3n
525698230395609089,Fri Oct 24 171959 +0000 2014|RT NYTMetro It is a global city we knew one day we would get a patient with Ebola said RamRajuMD of Bellevue being prepared to handl…
525698138175463425,Fri Oct 24 171937 +0000 2014|RT nytgraphics Timeline of whats known so far about NYC Ebola patient http//nytims/1D7j0xn http//pbstwimgcom/media/B0und69IEAAKRfdpng
525696993096892417,Fri Oct 24 171504 +0000 2014|RT NYTMetro The coffee shop and restaurant visited by Craig Spencer are closed and being evaluated Watch the briefing live http//tco/…
525696244052533251,Fri Oct 24 171206 +0000 2014|NYC doctor who has Ebola has dedicated himself to dealing with medical emergencies in faraway places http//nytims/ZQ31Hb
525695883728662528,Fri Oct 24 171040 +0000 2014|RT mattfleg NYC health commissioner 3 people under quarantine orders They are all well at this time Fiancee and two friends
525694842018725890,Fri Oct 24 170631 +0000 2014|RT mattfleg NYC health commissioner We may never know how Ebola patient became infected Was wearing protective gear
525694692315627522,Fri Oct 24 170556 +0000 2014|RT NYTMetro DrMaryTBassett says of Craig Spencer We dont see any possibility that he contaminated his apartment http//tco/1GmiyB…
525692764613541888,Fri Oct 24 165816 +0000 2014|RT peterbakernyt Obama to meet with Dallas nurse Nina Pham at the White House this afternoon
525692569976836096,Fri Oct 24 165730 +0000 2014|Public health authorities hope to begin trials of Ebola vaccines in West Africa in December http//nytims/ZQbPwI
525691700782456834,Fri Oct 24 165403 +0000 2014|A promising Ebola vaccine was shelved for nearly 10 years writes nytDeniseGrady http//nytims/ZKq1XH
525690964535705601,Fri Oct 24 165107 +0000 2014|RT grynbaum A CDC deputy director of infectious diseases flew to New York City last night to aid Ebola response
525690745240297474,Fri Oct 24 165015 +0000 2014|Ask Well Can I get Ebola from public transportation http//nytims/ZQ1AbP
525690671295115264,Fri Oct 24 164957 +0000 2014|Facts you should know about Ebola  http//nytims/ZKpc18 http//pbstwimgcom/media/B0ug4SyCUAENgS2png
525690161817210880,Fri Oct 24 164756 +0000 2014|RT FrancesRobles Although Ebolafree there is no discharge date yet for Amber Vinson
525689391344533504,Fri Oct 24 164452 +0000 2014|The CDC has confirmed New York patients Ebola test says DrMaryTBassett
525688698721939456,Fri Oct 24 164207 +0000 2014|Flu season will bring a virus that spreads far faster than Ebola and will kill thousands by carlzimmer http//nytims/1wkOSj6
525688444987899904,Fri Oct 24 164106 +0000 2014|BilldeBlasio says at Ebola briefing that every New Yorker should get a flu shot He says it will help address this situation
525688208252608512,Fri Oct 24 164010 +0000 2014|How modern technologies can help contain Ebola http//nytims/ZKonp7
525687941872754688,Fri Oct 24 163906 +0000 2014|RT grynbaum We are fully prepared to handle Ebola says NYCs mayor BilldeBlasio
525687859509211136,Fri Oct 24 163847 +0000 2014|The Health Issue Searching for the Fountain of Youth http//nytims/1wuu31p
525687520622039040,Fri Oct 24 163726 +0000 2014|deBlasioNYC says at Ebola briefing that the NYC doctor is being held in isolation and poses no threat to others
525687193378242561,Fri Oct 24 163608 +0000 2014|deBlasioNYC says at Ebola briefing Here in NYC We have the finest health system in the world
525686964788678658,Fri Oct 24 163513 +0000 2014|RT mattfleg The process played out exactly as the protocol dictated yesterday Literally to a T  NYC mayor at Ebola briefing touting …
525686387719553024,Fri Oct 24 163256 +0000 2014|RT mattfleg NYC Mayor De Blasio at Ebola briefing There is no reason for New Yorkers to change their daily routine in any way
525685911380852736,Fri Oct 24 163102 +0000 2014|RT NYTMetro The Ebola briefing in New York City is getting started now Watch live http//nytims/1nCwJu7
525685812059734019,Fri Oct 24 163039 +0000 2014|RT SarahMaslinNir Did you travel as nurse or doc to aide in Africa w Ebola  Id like to hear about your experience returning home Sarah…
525684284259307520,Fri Oct 24 162434 +0000 2014|You will be able to watch deBlasioNYCs briefing on Ebola here http//nytims/ZQ7xWa
525681386150436864,Fri Oct 24 161303 +0000 2014|Here are ways to help in efforts to halt the Ebola outbreak amp aid those affected http//nytims/ZQ6N3n
525678455871254528,Fri Oct 24 160125 +0000 2014|Ebola Vaccine Trials Planned for December http//nytims/1tR653D
525678453824450560,Fri Oct 24 160124 +0000 2014|Nina Pham Dallas Nurse Who Had Ebola to Be Released From Hospital http//nytims/1wupofY
525676336221028353,Fri Oct 24 155259 +0000 2014|A Dallas nurse who had Ebola Nina Pham is now free of the virus and will be released from the hospital http//nytims/ZQ5Ec0
525673483087642624,Fri Oct 24 154139 +0000 2014|RT mattfleg Looks like NYC Ebola briefing planned for 1130 will be closer to 12 per mayors spokeswoman You can see it here http//…
525670616150450176,Fri Oct 24 153016 +0000 2014|Retracing Dr Craig Spencers footsteps in NYC http//nytims/ZQ48q9 http//pbstwimgcom/media/B0uNUXCIAIcfIEpng
525666826139627521,Fri Oct 24 151512 +0000 2014|NYC doctor who has Ebola has dedicated himself to dealing with medical emergencies in faraway places http//nytims/ZQ31Hb
525664305337733121,Fri Oct 24 150511 +0000 2014|Changes to Ebola protection  worn by US hospital workers http//nytims/ZQ2zIX http//pbstwimgcom/media/B0uHNMGCQAEG4qepng
525662995897413633,Fri Oct 24 145959 +0000 2014|RT FrancesRobles Nina Pham is being released from the hospital Ebola
525660577784287232,Fri Oct 24 145022 +0000 2014|Facts you should know about Ebola http//nytims/ZKpc18 http//pbstwimgcom/media/B0uEWGECMAEkbsBpng
525659795337248768,Fri Oct 24 144716 +0000 2014|Officials Tracing New York Ebola Patient’s Movements While Reassuring a Wary City http//nytims/10rywIm
525658379310870528,Fri Oct 24 144138 +0000 2014|Ask Well Can I get Ebola from public transportation http//nytims/ZQ1AbP
525655133527752704,Fri Oct 24 142844 +0000 2014|Mali on Thursday became the sixth West African country to confirm an Ebola case http//nytims/1wkPXre
525651159424704512,Fri Oct 24 141257 +0000 2014|Flu season will bring a virus that spreads far faster than Ebola and will kill thousands by carlzimmer http//nytims/1wkOSj6
525649335695212544,Fri Oct 24 140542 +0000 2014|RT NYTMetro Health officials say now that the 103degree fever of the Ebola patient was wrong he had a 1003degree fever http//tco/t…
525636978277380096,Fri Oct 24 131636 +0000 2014|Well For a 7Minute Workout Download Our New App http//nytims/1wozDDk
525636976872271872,Fri Oct 24 131635 +0000 2014|Well The Advanced 7Minute Workout http//nytims/10rsibq
525512046570262528,Fri Oct 24 050010 +0000 2014|RT heathertal The Ebola vaccine sat on a shelf for about a decade nytDeniseGrady’s story http//bitly/ZPjjA1
525509195039522816,Fri Oct 24 044850 +0000 2014|Vaccine Trials for Ebola Are Planned in West Africa http//nytims/1rqcEU9
525504990031659008,Fri Oct 24 043207 +0000 2014|Tracing Patient’s Possible Contacts Creates Host of Challenges for New York City http//nytims/1wiiqOm
525504988869832704,Fri Oct 24 043207 +0000 2014|Neighbors Say Patient Is Fast to Lend a Helping Hand http//nytims/1rqcEU5
525501205599223808,Fri Oct 24 041705 +0000 2014|Studies Link Mental Issues and the Rigor of the Military http//nytims/1rqcGLR
525501204617789440,Fri Oct 24 041705 +0000 2014|Ebola Crosses New Border as Mali Confirms a Case http//nytims/1wiitdg
525497364677931008,Fri Oct 24 040149 +0000 2014|Britain Pledges Millions to Fight Ebola and Chides Others to Spend More http//nytims/1rqcGLP
525497363201540096,Fri Oct 24 040149 +0000 2014|Matter As Ebola Spreads So Have Several Fallacies http//nytims/1wiiqOv
525491900900335616,Fri Oct 24 034007 +0000 2014|Where the NYC Ebola patient is being treated  http//nytims/ZKno88 http//pbstwimgcom/media/B0reh6gIAAE6jH8png
525475269013164032,Fri Oct 24 023401 +0000 2014|Unlike Ebola the influenza virus is truly airborne And if will likely kill thousands this season http//nytims/ZPrU5V
525472213873750016,Fri Oct 24 022153 +0000 2014|A promising Ebola vaccine was shelved for nearly 10 years writes nytDeniseGrady http//nytims/ZKq1XH
525471828811464705,Fri Oct 24 022021 +0000 2014|RT susannecraig NYC ebola patient attempted to self isolate in his apartment  Took his temperature twice a day
525470086199799808,Fri Oct 24 021325 +0000 2014|Ask Well Can you get Ebola from a bowling ball http//nytims/1FLTfXw
525469559021903872,Fri Oct 24 021120 +0000 2014|NY Ebola patients first fever was late morning on Thursday says DrMaryTBassett He did not have a fever while bowling
525468321723187200,Fri Oct 24 020625 +0000 2014|RT thomaskaplan Ebola patient rode in an Uber car at one point but the Uber driver is not believed to be at risk NYC health commissione…
525467084294471680,Fri Oct 24 020130 +0000 2014|RT cslnyt First symptoms ebola NYC patient experienced was this morning He went on a 3mile jog Took subway too
525466781042102272,Fri Oct 24 020017 +0000 2014|NYC Ebola patient is 33 years old says DrMaryTBassett http//nytims/1FLOKMA
525466188982538240,Fri Oct 24 015756 +0000 2014|RT thomaskaplan Cuomo says Ebola patient is believed to have come into contact with four people during relevant period they have already…
525465880315326464,Fri Oct 24 015643 +0000 2014|Watch Gov Cuomo and Mayor de Blasio speaking about the NY Ebola case http//nytims/1FLOKMA
525465491696254976,Fri Oct 24 015510 +0000 2014|Well Can You Get Ebola From a Bowling Ball http//nytims/1tnPi63
525465332174290944,Fri Oct 24 015432 +0000 2014|RT thomaskaplan Cuomo Dallas unfortunately was caught before they could really prepare  We had the advantage of learning from the…
525465237634691072,Fri Oct 24 015410 +0000 2014|RT grynbaum There is no reason for New Yorkers to be alarmed” says NYC Mayor BilldeBlasio Ebola is an extremely hard disease to cont…
525462629020860416,Fri Oct 24 014348 +0000 2014|Can you get Ebola from a bowling ball Most likely not  http//nytims/ZPpTX9
525457915764047872,Fri Oct 24 012504 +0000 2014|Where the NYC Ebola patient is being treated http//nytims/ZKno88 http//pbstwimgcom/media/B0rNMIeIEAAHYyMpng
525457076290875392,Fri Oct 24 012144 +0000 2014|RT archietse NYC patient pushes the number of Ebola cases outside of Africa to 18 http//bitly/ebolacases http//pbstwimgcom/media/B0rMTDJCIAAf2XQpng
525455991681581058,Fri Oct 24 011725 +0000 2014|A promising Ebola vaccine was shelved for nearly 10 years writes nytDeniseGrady http//nytims/ZKq1XH
525454792475541506,Fri Oct 24 011239 +0000 2014|Mayor BilldeBlasio to hold a press conference with NYGovCuomo on the latest Ebola news Watch here http//nytims/ZKpCEG
525454100553826304,Fri Oct 24 010954 +0000 2014|RT jswatz Time to go back over Ebola facts not airborne no transmission if there are no symptoms direct contact with patient or fluids…
525453590325116928,Fri Oct 24 010753 +0000 2014|More than 400 health care workers in West Africa have been infected with Ebola during the current outbreak http//nytims/ZKpc18
525452885044494336,Fri Oct 24 010504 +0000 2014|The NY Ebola patient had been working with Doctors Without Borders in Guinea before returning to NYC on Oct 14 http//nytims/ZKno88
525451663612854272,Fri Oct 24 010013 +0000 2014|RT lpolgreen Nearly 9000 infected in West Africa +4400 dead In America 6 cases so far one dead http//wwwnytimescom/interactive/2014/07/31/world/africa/ebolavirusoutbreakqahtml http//tco/Lp…
525451537251069952,Fri Oct 24 005943 +0000 2014|How modern technologies can help contain Ebola http//nytims/ZKonp7
525450451089915905,Fri Oct 24 005524 +0000 2014|Ebola is extremely unlikely to spread through public transit for several reasons http//nytims/1rGMzF8
525448835519512576,Fri Oct 24 004859 +0000 2014|A doctor in NYC who recently returned from Guinea tested positive for the Ebola virus http//nytims/ZKno88
525420839333015552,Thu Oct 23 225744 +0000 2014|Remember it’s hard to get Ebola — even on an airplane http//nytims/ZPjrQ6
525420120924258305,Thu Oct 23 225453 +0000 2014|Paul Allen to Give 100 Million to Tackle Ebola Crisis http//nytims/1sezSvF
525420117979824128,Thu Oct 23 225452 +0000 2014|Patient Placed in Isolation for Ebola Testing at Bellevue Hospital in New York City http//nytims/1tPclc9
525419032879837186,Thu Oct 23 225033 +0000 2014|RT jswatz Promising Ebola vaccine moldered on the shelf in part because poor countries dont provide ROI Amazing denisegrady http//t…
525400104627605504,Thu Oct 23 213521 +0000 2014|The New Old Age Blog When Death Approaches Again http//nytims/1uM7Byu
525347104739557376,Thu Oct 23 180444 +0000 2014|Without Lucrative Market Potential Ebola Vaccine Was Shelved for Years http//nytims/1rnAzDy
525331830015545346,Thu Oct 23 170403 +0000 2014|Well Living With Schizophrenia Coffee and Friends http//nytims/1FJi6el
525325697704005634,Thu Oct 23 163941 +0000 2014|Well Milk Choice May Affect Vitamin D Levels http//nytims/1rn8b4s
525325696382828544,Thu Oct 23 163940 +0000 2014|Well Giving the Doctor a Second Chance http//nytims/1FJi3PM
525012241608097792,Wed Oct 22 195407 +0000 2014|RT tminsberg Listening to music makes hard workouts feel a bit easier (thanks Coach Beyoncé) http//nytims/ZNTosm
525011985508089856,Wed Oct 22 195306 +0000 2014|RT jswatz Hey Z you still saving the world Americas quietly heroic malaria fighter Great profile by Donald McNeil http//tco/jWbO…
525011850967400448,Wed Oct 22 195234 +0000 2014|RT carlzimmer Move over Mel Brooks meet the 45000yearold man Here’s my new nytimes column on the oldest modern human genome http//…
525011437245456384,Wed Oct 22 195055 +0000 2014|RT HirokoTabuchi Takata Air Bag Recalls List of Affected Vehicles http//nytims/1yWAPS5
525011267627790338,Wed Oct 22 195015 +0000 2014|RT cslnyt More dentists today realize kids w/ autism CAN become cooperative patients But many still dont treat them http//tco/GY8QDz…
525001666589097984,Wed Oct 22 191206 +0000 2014|Vegetarians know there is more to Thanksgiving dinner than tofurky Do you have a special recipe Submit here http//nytims/ZO0wFc
524974218749181952,Wed Oct 22 172301 +0000 2014|US to Monitor Travelers From EbolaHit Nations for 21 Days http//nytims/1oum31s
524969598538743810,Wed Oct 22 170440 +0000 2014|RT nytimesscience The Science Times podcast is on Stitcher Listen now or listen later http//nytims/1sLaotw
524967883731136512,Wed Oct 22 165751 +0000 2014|Well Share Your Best Vegetarian Thanksgiving Recipes and Stories http//nytims/1oui3Ok
524962981252456448,Wed Oct 22 163822 +0000 2014|Well Stressed This Dog May Help http//nytims/1x9nkdc
524949022134784000,Wed Oct 22 154254 +0000 2014|RT SeniorsLaw Is It Really Dementia http//newoldageblogsnytimescom/2014/10/21/isitreallydementia/php=truetype=blogsmabReward=RI3A9action=clickpgtype=Homepageregion=CColumnmodule=Recommendationsrc=rechpWTnav=RecEnginer=0 by paulaspan TheNewOldAge
524930492240777216,Wed Oct 22 142916 +0000 2014|The Health Issue What if Age Is Nothing but a MindSet http//nytims/1yYj1Wv
524801794397200384,Wed Oct 22 055752 +0000 2014|Testing for Ebola Vaccines to Start Soon WHO Says http//nytims/1t4ybGC
524782052970078208,Wed Oct 22 043926 +0000 2014|Well How Music Can Boost a HighIntensity Workout http//nytims/1pzaUaw
524778027419713536,Wed Oct 22 042326 +0000 2014|Ebola Prompts Universities to Tighten Travel Rules http//nytims/1zk2nll
524778025880408064,Wed Oct 22 042325 +0000 2014|Ebola Outbreak Erodes Recent Advances in West Africa http//nytims/1pzaUaq
524728935339544576,Wed Oct 22 010821 +0000 2014|Procedure on Paralyzed Man Stirs Hope and Caution http//nytims/1uC8MR4
524721288196415488,Wed Oct 22 003758 +0000 2014|Demand Jumps for Protective Equipment as Ebola Cases Spur Hospitals Into Action http//nytims/1zjRgZz
524677464891863040,Tue Oct 21 214350 +0000 2014|Well Dangerous Dietary Supplements Return to Store Shelves http//nytims/1w4Z8fx
524617912754388992,Tue Oct 21 174711 +0000 2014|The New Old Age Blog Is It Really Dementia http//nytims/1Dx7BJ8
524611466742493184,Tue Oct 21 172135 +0000 2014|RT UpshotNYT Almost 90 of Americans arent aware that its time to sign up for Obamacare healthcare plans http//nytims/1vIbwR4
524579912850882562,Tue Oct 21 151612 +0000 2014|Well It’s Time to Try Nutty Sour Trahana http//nytims/1yfxevh
524521543359950848,Tue Oct 21 112415 +0000 2014|Drinking your morning coffee — even decaffeinated coffee — may protect your liver http//nytims/ZM4DBA http//pbstwimgcom/media/B0bihiHCIAArGgLjpg
524402973318062081,Tue Oct 21 033306 +0000 2014|On the Road For Travel Pros Ebola Fears Create Teaching Moments http//nytims/1t6QyeW
524402971900411904,Tue Oct 21 033306 +0000 2014|Well Genetic Variant May Shield Latinas From Breast Cancer http//nytims/1wkZWtc
524392132392407040,Tue Oct 21 025001 +0000 2014|RT vikasbajaj Terrific account by helenecooper on returning to Liberia and finding resilience amid horror http//bitly/1tEUnZH
524385887757799424,Tue Oct 21 022512 +0000 2014|CDC Issues New Guidelines for Ebola Care http//nytims/1vZl23H
524385886289813504,Tue Oct 21 022512 +0000 2014|The Working Life Baby on Way Worker Gets Her Job Back  http//nytims/1rovIkE
524376243144523779,Tue Oct 21 014653 +0000 2014|On Ebola Response Congressional Republicans Put New Focus on Visa Suspensions  http//nytims/1vZ8CZq
524376241240305665,Tue Oct 21 014653 +0000 2014|Ethicist Calls CPR Too Risky in Ebola  http//nytims/1rosxcS
524371834238541824,Tue Oct 21 012922 +0000 2014|RT nytvideo Teaching autistic kids how to behave at the dentists office ten seconds at a time  http//nytims/1vDZuIr http//tco/cgfiH…
524371630810992641,Tue Oct 21 012833 +0000 2014|Well Robotic Surgery Report Card http//nytims/1ror8mz
524371511394594816,Tue Oct 21 012805 +0000 2014|Finishing a basic teeth cleaning can be a colossal challenge for parents of children with autism http//nytims/1tGqtnR
524361767452160003,Tue Oct 21 004922 +0000 2014|Well A Weight Loss Belief Is Tested http//nytims/1vYTdsc
524355674277695490,Tue Oct 21 002509 +0000 2014|Well Coffee May Protect the Liver http//nytims/1rolzEy
524351214826557440,Tue Oct 21 000726 +0000 2014|Well Stemming a Stream of Pain for Children with Sickle Cell Disease http//nytims/1vYHgmq
524343799645216768,Mon Oct 20 233758 +0000 2014|Global Health Steroids Are No Boon to World’s Poorer Women http//nytims/1vYzglp
524333202144776192,Mon Oct 20 225551 +0000 2014|Reactions Patient Records OCD Burdens Teenagers Interrogated http//nytims/1t3o4lb
524333200525778945,Mon Oct 20 225551 +0000 2014|Profiles in Science The Malaria Fighter  http//nytims/1rodT5g
524333195311845377,Mon Oct 20 225550 +0000 2014|One of the most quietly effective leaders in public health — the malaria fighter http//nytims/1tG4YUg
524318434398445568,Mon Oct 20 215710 +0000 2014|RT HannaIngber Charitable giving to address Ebola is almost nonexistent writes ssstrom http//bitly/1tFECSh
524309125069434881,Mon Oct 20 212011 +0000 2014|Well For Children With Autism Opening a Door to Dental Care http//nytims/1ycf517
524286340922220546,Mon Oct 20 194939 +0000 2014|RT motokorich Donations for Ebola Relief Efforts Are Slow to Take Off http//nytims/1FrDKnx ssstrom
524285473565315072,Mon Oct 20 194612 +0000 2014|RT sangerkatz Good aaronecarroll piece on weirdest part of Duncan Ebola story why he was given an antibiotic http//bitly/ZLByWV
524280055904886785,Mon Oct 20 192440 +0000 2014|Books A Frightening Diagnosis Is Only Start of the Story in ‘Not Fade Away’ and ‘Now I See You’ http//nytims/1vDAVv8
524277817010171904,Mon Oct 20 191546 +0000 2014|RT lpolgreen So far the only people who have caught Ebola outside of W Africa are health workers Even household contacts didnt http//…
524241908630294528,Mon Oct 20 165305 +0000 2014|Donations for Ebola Relief Efforts Are Slow to Take Off http//nytims/1r1K8rG
524241906877071360,Mon Oct 20 165305 +0000 2014|WHO Declares Nigeria Free of Ebola http//nytims/1vCZ3hm
524235408280801280,Mon Oct 20 162715 +0000 2014|RT MonkovicNYT The first Ebola patient in the US was sent home on antibiotics an example of  a larger problem in prescribing them http…
524229207904501760,Mon Oct 20 160237 +0000 2014|The New Health Care On an Antibiotic You May Be Getting Only a False Sense of Security http//nytims/1CLzKKc
